FIPS,State,County,FFR09,FFR14,PCH_FFR_09_14,FFRPTH09,FFRPTH14,PCH_FFRPTH_09_14,FSR09,FSR14,PCH_FSR_09_14,FSRPTH09,FSRPTH14,PCH_FSRPTH_09_14,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12
13293,GA,Upson,18,18,0,0.657894737,0.685557587,4.204753199,19,13,-31.57894737,0.694444444,0.495124924,-28.70201097,749.6665528,666.146008,711.7697982,649.8371362
13295,GA,Walker,25,23,-8,0.364367749,0.337154417,-7.468644639,24,21,-12.5,0.349793039,0.307836641,-11.99463485,749.6665528,666.146008,711.7697982,649.8371362
13297,GA,Walton,45,50,11.11111111,0.53987259,0.570678537,5.706151281,38,34,-10.52631579,0.455892409,0.388061405,-14.87873081,749.6665528,666.146008,711.7697982,649.8371362
13299,GA,Ware,28,29,3.571428571,0.778101987,0.816556385,4.942076788,30,20,-33.33333333,0.8336807,0.563142334,-32.45107701,749.6665528,666.146008,711.7697982,649.8371362
13301,GA,Warren,1,1,0,0.169090294,0.18115942,7.137681159,3,0,-100,0.507270883,0,-100,749.6665528,666.146008,711.7697982,649.8371362
13303,GA,Washington,11,12,9.090909091,0.517890772,0.581536225,12.28935833,11,11,0,0.517890772,0.533074873,2.9319118,749.6665528,666.146008,711.7697982,649.8371362
13305,GA,Wayne,26,21,-19.23076923,0.866204691,0.701192026,-19.05007744,20,21,5,0.666311301,0.701192026,5.234899329,749.6665528,666.146008,711.7697982,649.8371362
13307,GA,Webster,0,0,0,0,0,0,0,0,0,0,0,0,749.6665528,666.146008,711.7697982,649.8371362
13309,GA,Wheeler,1,1,0,0.13986014,0.125078174,-10.56910569,2,2,0,0.27972028,0.250156348,-10.56910569,749.6665528,666.146008,711.7697982,649.8371362
13311,GA,White,16,22,37.5,0.593714052,0.786557025,32.48078298,31,33,6.451612903,1.150320977,1.179835538,2.56576747,749.6665528,666.146008,711.7697982,649.8371362
13313,GA,Whitfield,82,82,0,0.811808849,0.791949161,-2.446350273,53,58,9.433962264,0.524705719,0.560159162,6.756824229,749.6665528,666.146008,711.7697982,649.8371362
13315,GA,Wilcox,1,2,100,0.109217999,0.226065333,106.9854188,1,2,100,0.109217999,0.226065333,106.9854188,749.6665528,666.146008,711.7697982,649.8371362
13317,GA,Wilkes,6,4,-33.33333333,0.567590578,0.402414487,-29.10127431,5,7,40,0.472992148,0.704225352,48.88732394,749.6665528,666.146008,711.7697982,649.8371362
13319,GA,Wilkinson,2,1,-50,0.207210941,0.107227107,-48.25219816,2,5,150,0.207210941,0.536135535,158.7390092,749.6665528,666.146008,711.7697982,649.8371362
13321,GA,Worth,7,7,0,0.321115648,0.334288443,4.102196753,7,5,-28.57142857,0.321115648,0.238777459,-25.64128803,749.6665528,666.146008,711.7697982,649.8371362
