FIPS,State,County,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15
13029,GA,Bryan,4224.2839,7790.858351,84.43027353,13.97242715,25.76938561,579.3202771,1901.036385,228.1494642,1.916185218,6.287951528,188.0557695,231.2106954,22.94794038,1.751310947,2.153200739,222.819361,2.075054582,1205.990245,2428.115441,101.3379007,3.988986355,8.031341387,400.0394415,527.8444641,31.94810545,1.323188044,1.745921556,6112.40038,20.21764423,1201.680232,3.974730366,477.098768,1.578072861,113.6455687,0.37589908,30.1902513,0.099858603,5.780328445,0.019119268,327.1616203,1.082134159
13031,GA,Bulloch,10800.4722,4473.953374,-58.57631695,15.38156316,6.371609971,7153.219798,2004.948805,-71.97137986,10.18730478,2.85536096,765.8594238,718.2723195,-6.213556005,2.994562752,2.808493918,244.5322488,0.956137825,1832.947957,1027.572747,-43.93879307,2.610404826,1.463424451,778.6385057,527.7884938,-32.216492,1.108903123,0.751653437,3070.765857,4.373251289,1164.785931,1.658837506,171.4639049,0.244191442,74.46272551,0.106046578,7.519926678,0.010709553,1.803764962,0.002568844,154.6151652,0.220196199
13033,GA,Burke,2235.017121,1759.325369,-21.28358429,9.585765661,7.545571147,1273.48541,1124.658801,-11.68655779,5.461851988,4.823549499,534.125641,488.7918053,-8.487485371,6.259529368,5.728252728,154.5075397,1.810705961,601.9222955,471.3320352,-21.69553467,2.58158473,2.021496119,301.5254064,244.8068906,-18.81052629,1.293212414,1.049952353,812.5036577,3.484747202,892.4541967,3.827647095,44.85714018,0.192387803,3.652489285,0.015665162,8.31644838,0.035668418,0.097868673,0.000419749,42.3007165,0.181423557
13035,GA,Butts,962.1886245,1120.398541,16.44271322,4.067590888,4.736413192,289.3332911,621.4537955,114.7882095,1.223137988,2.627156185,267.799309,202.1105064,-24.5291158,3.398037165,2.564528694,122.0485525,1.548642971,298.1743174,343.4855358,15.19621768,1.260512862,1.45206314,72.88700438,91.21364454,25.14390641,0.308125151,0.38559985,474.7328677,2.006902844,613.8371721,2.594957396,22.66147984,0.095799957,2.229993708,0.009427156,1.880226717,0.007948538,0,0,27.71827349,0.117177229
13037,GA,Calhoun,930.9538462,920.7954365,-1.09118296,13.90728781,13.75553386,624.2633597,381.1497669,-38.9440753,9.325714964,5.693901507,215.1297737,161.6794039,-24.84564033,10.74574294,8.075894298,78.3382833,3.913001164,201.1932612,197.9100914,-1.631848807,3.005576057,2.9565296,135.6135154,134.2937925,-0.973150041,2.025896556,2.006181543,342.3733114,5.11462969,555.172223,8.293579669,15.09272559,0.225466471,7.013855409,0.10477824,2.000000113,0.029877504,0,0,14.2360479,0.212668776
13039,GA,Camden,18300.56103,22128.55543,20.91736096,36.22940832,43.80764443,5667.331192,6891.994263,21.60916715,11.2195498,13.64400107,476.754728,653.5784625,37.08903638,2.641739503,3.621535228,821.7885635,4.553602059,5249.850971,6000.712625,14.30253274,10.39306905,11.87954116,1507.494795,1764.227843,17.03044343,2.984369954,3.492621391,16047.32135,31.76869589,4505.168301,8.918829412,1382.589708,2.737096804,333.2785879,0.659787753,118.1690929,0.233937982,27.45673067,0.054355771,1097.161333,2.172037561
13043,GA,Candler,692.4755025,387.7849235,-44.00019609,6.296376637,3.52595857,413.6940591,253.2815271,-38.77564311,3.761538999,2.302978061,132.7973432,231.518158,74.33945024,3.286249521,5.729229349,38.93816389,0.963577429,193.84371,116.1326229,-40.08955828,1.762536006,1.055943107,89.80125569,41.5977663,-53.67796811,0.816523511,0.378230281,176.1109178,1.601299489,193.4189828,1.758674148,31.94170815,0.290431971,0.258717413,0.002352404,0.303520292,0.002759777,0,0,17.69278379,0.160872739
13045,GA,Carroll,27518.00941,24209.04406,-12.02472642,24.89709248,21.90328522,11812.37544,11887.1017,0.632609919,10.68732115,10.7549302,1197.309854,1304.394124,8.943739182,3.055375134,3.328639917,1622.464937,4.140314229,6651.84527,6075.029473,-8.671515555,6.018298941,5.496421212,2203.530013,1914.399255,-13.12125344,1.99365767,1.732064794,16128.43314,14.59230156,6033.706522,5.459034012,2415.941966,2.185838724,208.7877705,0.188902052,101.9142836,0.092207591,4.992297177,0.004516812,1731.210044,1.566323201
13047,GA,Catoosa,25248.86852,22293.55793,-11.70472486,39.48714229,34.86528093,7085.363424,7124.976985,0.559090041,11.08092244,11.14287477,449.3839028,372.6824894,-17.0681266,1.836093576,1.5227068,1061.286241,4.336205274,6222.398064,5426.779828,-12.78636031,9.731315981,8.487034856,3439.510312,3092.135335,-10.09954747,5.379109681,4.835843945,20914.13824,32.70798262,430.4569637,0.673199092,493.2118557,0.771342554,282.7740062,0.44223516,86.13941482,0.134714921,16.22489027,0.025374387,563.824392,0.881774721
13049,GA,Charlton,3617.516195,2206.882987,-38.99452365,29.72242376,18.13230619,1344.63149,1034.318159,-23.07794616,11.04783083,8.498218379,290.9034777,276.77589,-4.856451999,7.407778908,7.048023682,136.7037808,3.481125052,883.3858065,560.6863399,-36.52984508,7.258120175,4.606740119,519.147432,311.0541047,-40.08366689,4.265445995,2.555698831,1614.392099,13.2642519,543.1998218,4.463066484,30.66538832,0.25195455,8.872697294,0.072900315,9.20270146,0.075611712,0,0,31.2156625,0.256475742
13051,GA,Chatham,52408.68003,58615.01194,11.84218322,19.7673124,22.10819375,15553.83777,19787.93947,27.22223135,5.866539094,7.463541939,1026.756799,1105.003743,7.620786475,0.996483627,1.072423516,2024.897923,1.96519529,11765.85323,13106.60502,11.39527884,4.437801074,4.943500881,7858.934455,8514.248181,8.338455167,2.964203877,3.211372688,36500.54914,13.76714234,18275.07221,6.892924252,3069.056912,1.157575553,1148.550322,0.433205969,144.4754254,0.054492707,42.15900578,0.015901378,2504.205787,0.944527092
13053,GA,Chattahoochee,8651.320268,10904.01561,26.03874638,76.78459455,96.77834038,2446.373718,4146.683009,69.50325207,21.7127338,36.80378991,79.14598034,94.29428477,19.13970155,2.946611331,3.510583945,298.0098061,11.09492949,1912.600468,2980.479338,55.83387062,16.97524157,26.45317599,363.6792004,405.7059258,11.55598816,3.227826399,3.600833636,7497.157145,66.54084623,2054.700255,18.23644497,1365.249499,12.11724061,239.3735565,2.124554509,76.04967522,0.674977148,71.22691522,0.632172852,965.5080993,8.569344984
13055,GA,Chattooga,1886.609174,1319.894296,-30.03880644,7.252005281,5.073589452,1001.732809,812.7578997,-18.86480184,3.850596998,3.124189505,200.1824917,277.0079052,38.37768872,2.096590822,2.901213921,120.485475,1.261892281,352.3469853,294.4557591,-16.43017498,1.354399328,1.131869149,294.4339788,178.7934654,-39.27553263,1.131785427,0.687270672,1081.808443,4.158402625,134.4501311,0.516817725,84.0432875,0.323057034,6.038481718,0.023211538,0.098511048,0.00037867,1.14591831,0.004404837,96.35281533,0.370374074
13057,GA,Cherokee,63710.2582,63651.95856,-0.091507461,29.72309173,29.69589288,12793.10913,15227.4888,19.02883533,5.968438474,7.104162803,813.0384298,941.6857046,15.8230251,1.07068904,1.240104436,1719.756517,2.264744676,17347.35754,17331.98809,-0.088598217,8.093156645,8.085986253,5255.144523,5161.753781,-1.777129846,2.451711029,2.408140941,54247.71175,25.3084787,4024.906131,1.877761251,6655.067817,3.104824824,1202.901877,0.561196326,232.8217385,0.108619586,28.35580793,0.013228989,3915.26133,1.826608068
13059,GA,Clarke,42684.10218,40504.55332,-5.106231003,36.5715357,34.70410861,24971.26686,24491.55421,-1.921058527,21.39526266,20.98424714,1601.446644,1333.061482,-16.75892,3.526328101,2.935353596,2372.611415,5.224405284,8896.149717,8149.19928,-8.396333927,7.622178759,6.982195178,3145.289484,2798.64965,-11.02091987,2.694869068,2.397869707,22378.06295,19.17341788,12725.22684,10.90291383,5849.169811,5.01154087,1430.561941,1.225698666,106.9647283,0.09164687,26.12965955,0.022387768,3837.60717,3.288043568
13061,GA,Clay,50.27784636,2355.454017,4584.874529,1.579574186,74.00106872,33.81590589,1801.625517,5227.745833,1.062391011,56.60149283,169.8960499,354.0123809,108.3699892,12.76454169,26.59747415,418.6090993,31.45072121,6.646146641,557.1270495,8282.70775,0.20880134,17.50320608,12.52463082,451.3865461,3503.99083,0.393485103,14.18116702,716.6190925,22.51395201,1595.839184,50.13632372,12.00000032,0.377002838,4.000000181,0.125667615,7.999999822,0.251335213,1.000000006,0.031416902,29.99573574,0.942373099
13063,GA,Clayton,102801.9952,99211.82104,-3.49231954,39.62701801,38.24311592,36997.25766,45856.01009,23.94434883,14.26130877,17.67608629,1868.91826,1994.006778,6.693097335,2.0620726,2.200089126,7564.246577,8.346018092,29704.26232,28481.24305,-4.117319102,11.45008261,10.97864617,7434.089363,7340.119647,-1.264038025,2.865613576,2.829391131,19331.48331,7.451694257,67110.57713,25.86907037,10556.36143,4.069153754,4783.951905,1.844066819,319.5754783,0.123186551,51.78657846,0.019962139,7614.446601,2.935135763
13065,GA,Clinch,499.446991,684.6732668,37.08627323,7.346969565,10.07168677,203.3915206,305.9402396,50.41936788,2.991931754,4.500444832,55.351434,95.45095402,72.44531373,2.152077527,3.711156844,70.88411527,2.75599204,112.7245621,152.8083652,35.55906744,1.658201855,2.247842971,79.90602584,106.6197711,33.43145268,1.175434331,1.568399103,531.7355954,7.82194168,105.2002634,1.54751785,14.16840302,0.208420168,3.406832576,0.050115219,17.73138714,0.260832409,0,0,26.59918752,0.391279605
13067,GA,Cobb,278233.6919,268612.0139,-3.458128264,40.43635923,39.03801806,59477.59211,70371.06951,18.31526296,8.644018863,10.22719365,3009.881462,3657.103456,21.50323866,1.15739743,1.406275362,8292.468243,3.188724061,73959.38624,71804.22606,-2.913977924,10.74869219,10.43547767,24818.78518,23771.18395,-4.221001254,3.606972637,3.454722277,173964.1182,25.28261595,64204.20049,9.330948016,28991.0299,4.213334811,10849.30395,1.576754954,914.0416156,0.132839826,113.8728952,0.016549417,18566.47683,2.698309905
13069,GA,Coffee,6767.573552,6630.008186,-2.032713284,15.97783915,15.6530555,3405.918423,3205.183505,-5.893708913,8.04117108,7.567247864,545.0911189,803.9298875,47.48541293,3.678822426,5.425726446,435.997239,2.942547337,1886.712096,1830.513365,-2.978659613,4.454415185,4.321733319,770.6944816,772.2886386,0.206846818,1.819563891,1.823327601,4434.446649,10.46946513,1484.62719,3.505116607,862.2533572,2.035728957,78.52666241,0.185396785,6.225432652,0.014697877,2,0.004721881,624.1822447,1.473657202
13071,GA,Colquitt,8477.561557,7939.470246,-6.347241565,18.63282245,17.4501522,3722.716643,4012.45966,7.783106941,8.182154475,8.818980307,679.5911956,761.9034346,12.11202256,4.16492735,4.66938429,676.1905936,4.144086496,2198.598773,2017.088085,-8.2557441,4.832297625,4.433355499,1337.58764,1277.362059,-4.502552148,2.939882282,2.807512549,5775.903816,12.69485212,1170.584653,2.572826615,1462.773861,3.215028926,41.15525968,0.090455096,49.80440015,0.109465032,4.846280754,0.010651635,897.1758176,1.971901661
13073,GA,Columbia,20606.22539,21997.97663,6.754032923,16.61082391,17.73272443,2751.09315,3523.776336,28.08640579,2.21767563,2.840541007,406.5075381,460.1211315,13.1888313,0.90540233,1.024814316,372.7944717,0.830314205,5711.370062,6240.314867,9.261259532,4.60397577,5.030361915,1949.5636,1978.556305,1.487138217,1.571556996,1.59492822,16805.38084,13.54693626,3163.097738,2.549795441,972.640103,0.784052061,1067.382552,0.860424619,77.02151977,0.062087591,32.46549492,0.026170665,852.6284482,0.687309818
13075,GA,Cook,2138.174677,2218.613358,3.762025711,12.42258121,12.8899219,936.194317,1028.149359,9.822217488,5.439195428,5.973445032,239.1594183,219.2714093,-8.315795836,3.772825655,3.459085176,140.0632243,2.209547631,654.8204556,669.4649234,2.236409631,3.804441411,3.889524305,267.33583,285.2569583,6.703601337,1.553194457,1.657314422,1288.117078,7.483831504,739.6174397,4.297103415,207.2425778,1.204058667,7.823039596,0.045451078,1.895067,0.01101015,1.449143767,0.00841938,179.7116012,1.044106444
13077,GA,Coweta,32287.39064,32150.41497,-0.424238917,25.35984248,25.25225615,8712.47134,8874.838206,1.863614339,6.843132763,6.970662367,953.4792898,863.0228132,-9.486989133,2.087621329,1.889568921,1086.364766,2.378571073,8874.530646,9008.706193,1.511917099,6.970420797,7.075807781,3651.964513,3349.758979,-8.275149805,2.868402894,2.631038258,24566.26416,19.29535267,5239.646738,4.115433711,2372.608722,1.86354432,512.3253718,0.402401385,93.28581842,0.073270513,16.57951719,0.013022234,1722.31331,1.3527756
13079,GA,Crawford,9.322306478,82.75222602,787.6797413,0.073810819,0.65520369,5.172406575,33.12651484,540.4468474,0.040953338,0.262284361,217.3762712,222.3506556,2.288375088,4.508010601,4.611170793,6.796823368,0.140954446,0.984977873,15.47020637,1470.614608,0.007798716,0.122487778,0.605527226,14.72981204,2332.559829,0.004794356,0.11662559,12.58572415,0.099649439,68.14521651,0.539550408,0.403078901,0.00319144,0,0,0.091840712,0.000727163,0.002378669,1.88335E-05,1.927066835,0.015257853
13081,GA,Crisp,6619.503883,1970.356047,-70.23408277,28.24140912,8.406314463,4455.097999,1361.508853,-69.43930632,19.00720167,5.80873268,808.5538445,337.0700735,-58.31198184,8.905758833,3.71263436,224.5471583,2.47325871,2082.399137,570.9178878,-72.58364751,8.884334388,2.435760433,680.6902192,275.2542061,-59.56248551,2.904092407,1.174342788,781.5579277,3.334433754,1100.374462,4.694630583,103.5723762,0.441880525,1.403235565,0.005986755,0.596886502,0.002546553,0.084369853,0.000359955,86.33916873,0.368356878
13083,GA,Dade,678.306847,909.0098664,34.01160116,4.078078801,5.465098698,231.3220076,380.605883,64.53509416,1.390741343,2.288257578,180.9858071,208.0706143,14.96515533,2.876900447,3.307433067,54.65279056,0.868745677,149.0511459,202.9463929,36.15889481,0.896117032,1.220143046,100.5853416,156.5541155,55.64307182,0.604733612,0.941225969,881.5251673,5.299856714,7.040995786,0.042331484,14.10133306,0.084779252,10.42967531,0.062704715,0.781564862,0.004698881,0.038355764,0.0002306,9.194106184,0.055276295
13085,GA,Dawson,0,121.0228384,,0,0.541974198,0,50.87750207,,0,0.227843717,70.33578816,176.6379191,151.1351955,0.83405417,2.09460357,5.697331172,0.067559957,0,22.91803454,,0,0.102633384,0,9.352680192,,0,0.041883924,112.7346096,0.504857186,0.999999987,0.00447828,2.235395075,0.010010726,2.554737144,0.011440829,1.775468892,0.007951047,0,0,2.958026449,0.013246872
13087,GA,Decatur,4326.083187,3707.053542,-14.30924045,15.53797568,13.31460937,1891.672577,1920.197557,1.507923793,6.794312824,6.896765884,505.7021763,421.0519955,-16.73913713,4.867200927,4.052473489,320.819045,3.087767517,1134.312971,948.126293,-16.41404823,4.07410736,3.405381413,555.4270313,533.1459685,-4.011519346,1.994925046,1.914898242,2277.820131,8.181237452,1236.272419,4.440314702,196.4520897,0.705596185,13.92125415,0.050000913,21.54682978,0.077389662,0.112792753,0.000405117,157.3801235,0.56526156
13089,GA,DeKalb,181654.9482,168085.2148,-7.47005986,26.25477468,24.2935273,58821.61467,63648.76561,8.206423714,8.50154788,9.199220921,4414.430031,4322.85768,-2.074386733,1.624092665,1.590402702,10830.89084,3.984743272,47018.11237,43384.16387,-7.72882686,6.79557567,6.270357392,15456.71544,14840.68633,-3.985511109,2.233974826,2.144939511,32729.22335,4.730387986,125888.22,18.19475265,6055.556979,0.875215818,3764.603591,0.544101991,328.2944605,0.047448733,52.10859544,0.007531308,5322.764968,0.769304642
13091,GA,Dodge,440.3974998,595.885361,35.30625432,2.020542759,2.733920724,251.2435591,322.6163386,28.4078047,1.152704896,1.480163051,338.6225239,483.7651895,42.86267316,4.141158419,5.916169617,68.32418791,0.835565463,128.4558978,162.3394266,26.37755784,0.589355376,0.744812932,55.35068816,87.90666242,58.81765042,0.253948835,0.403315574,406.64716,1.865696275,174.6926418,0.801489456,13.76818042,0.063168381,1.839436463,0.00843933,0.380903051,0.001747582,0.001770781,8.12434E-06,12.32344532,0.05653994
13093,GA,Dooly,4992.811833,249.8455394,-94.99589514,33.46837266,1.674792461,2298.667739,149.8785427,-93.47976482,15.40868574,1.004682549,313.0001384,232.1281989,-25.83766894,5.92130417,4.391377201,24.61927779,0.465744945,788.2983227,37.06525033,-95.2980681,5.284209161,0.248459916,515.5967731,48.5934953,-90.57529103,3.456205745,0.325737333,226.0945226,1.515581999,22.4931895,0.150778854,0,0,1.25782404,0.008431586,0,0,0,0,0,0
13095,GA,Dougherty,39406.19114,36949.56825,-6.234103881,41.67101056,39.07319648,19438.20245,21398.00897,10.08224152,20.55538778,22.62783162,1875.41273,1982.002049,5.683512642,5.136991152,5.428952693,3819.820167,10.46296748,10427.70689,9868.597884,-5.361763751,11.02702574,10.43578267,4593.47908,4299.147121,-6.40760422,4.857483297,4.546234992,8731.520986,9.233353763,27214.4474,28.77856226,661.4175054,0.699431614,227.2780111,0.240340518,80.13062916,0.084736033,34.21756425,0.036184174,661.973673,0.700019746
13097,GA,Douglas,42129.39766,42655.09809,1.247823283,31.81906578,32.21611149,13320.37758,18374.6533,37.94393728,10.06048019,13.87782248,723.9740113,1058.913284,46.26399115,1.552792577,2.271176398,2673.241562,5.73361694,11943.77443,12044.64229,0.844522519,9.020773268,9.096955729,3787.336699,3842.290203,1.450980164,2.860461393,2.901966121,21721.91782,16.40591061,16853.54632,12.72897617,4860.170766,3.670740667,487.8580881,0.368464527,125.1767212,0.094542209,77.90255937,0.058837458,3388.696574,2.559380508
13099,GA,Early,1069.77083,1113.638159,4.100628651,9.71812164,10.11662572,609.9466311,596.694197,-2.172720276,5.5409396,5.420550482,280.0657289,378.4220425,35.11901078,6.624071167,8.950379435,106.2330887,2.512608532,298.9442962,292.5195827,-2.149133991,2.715700365,2.657336326,161.0077211,183.5631522,14.00891271,1.462642815,1.667543171,523.1486202,4.752440227,554.9666609,5.041484929,33.26253667,0.302166939,1.259134222,0.011438356,4.478883141,0.040687529,0,0,29.78486014,0.270574674
13101,GA,Echols,194.3037528,194.3037528,0,4.816652276,4.816652276,108.8148185,102.9687804,-5.372465098,2.697442204,2.552523063,139.9359359,56.37487499,-59.71379716,10.52941579,4.241901805,15.01542348,1.129828704,52.03721608,52.03721608,0,1.289965694,1.289965694,25.0963193,25.0963193,0,0.622119963,0.622119963,165.2538447,4.096525649,5.725200067,0.141923651,10.53662166,0.261195381,0,0,15.54203994,0.385276151,0,0,7.782667493,0.192926809
